order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,return_request_days,order_month,order_year,order_quarter,profit_category,return_probability
O128643,C17873,P239894,Grocery,1.57,0,1,Debit Card,06-07-2025,10-07-2025,South,No,,,1.57,4.03,-3.9,53,Male,4,,July,2025,3,Loss,0.19
O128656,C12189,P200798,Fashion,72.37,0.15,1,Debit Card,02-06-2025,09-06-2025,South,No,,,61.51,7.07,14.46,40,Female,7,,June,2025,2,Profit,0.245
O128669,C10786,P239799,Fashion,26.61,0.3,1,COD,26-04-2024,03-05-2024,South,No,,,18.63,4.57,1.95,31,Female,7,,April,2024,2,Profit,0.215
O128681,C12310,P222946,Fashion,49.95,0.2,1,Debit Card,09-06-2025,12-06-2025,Central,No,,,39.96,1.75,12.24,63,Female,3,,June,2025,2,Profit,0.29
O128701,C17882,P219114,Fashion,25.99,0,4,UPI,10-05-2024,15-05-2024,North,No,,,103.96,6.92,29.47,53,Female,5,,May,2024,2,Profit,0.26
O128721,C17265,P218927,Fashion,22.77,0,1,Debit Card,16-04-2025,22-04-2025,East,No,,,22.77,3.68,4.29,28,Other,6,,April,2025,2,Profit,0.2
O128734,C10327,P229904,Fashion,56.62,0,4,UPI,22-09-2023,26-09-2023,North,No,,,226.48,7.68,71.59,43,Female,4,,September,2023,3,Profit,0.26
O128739,C12793,P225205,Fashion,25.23,0,1,Debit Card,01-02-2025,05-02-2025,South,No,,,25.23,5.7,3.13,51,Female,4,,February,2025,1,Profit,0.28
O128758,C10095,P220450,Fashion,7.06,0.15,1,Debit Card,18-07-2024,24-07-2024,South,No,,,6,4.32,-2.22,68,Female,6,,July,2024,3,Loss,0.19
O128782,C10807,P229122,Fashion,16.38,0,1,Credit Card,16-11-2024,19-11-2024,North,No,,,16.38,4.96,0.77,39,Female,3,,November,2024,4,Profit,0.28
O128806,C10125,P236245,Fashion,14.87,0,1,Debit Card,02-10-2024,06-10-2024,North,No,,,14.87,4.57,0.63,50,Female,4,,October,2024,4,Profit,0.235
O128810,C14373,P234134,Fashion,5.88,0,2,Credit Card,15-08-2024,19-08-2024,South,No,,,11.76,4.67,-0.55,66,Female,4,,August,2024,3,Loss,0.19
O128813,C15030,P220048,Fashion,81.92,0,1,Debit Card,09-10-2024,13-10-2024,Central,No,,,81.92,5.02,23.65,18,Female,4,,October,2024,4,Profit,0.23
O128834,C12552,P200413,Fashion,12.81,0,1,Debit Card,16-01-2025,20-01-2025,North,No,,,12.81,3.74,0.74,25,Male,4,,January,2025,1,Profit,0.2
O128856,C11161,P217139,Fashion,92.66,0.1,1,Debit Card,27-03-2024,01-04-2024,North,No,,,83.39,3.63,25.56,48,Female,5,,March,2024,1,Profit,0.22
O128881,C11144,P239653,Beauty,14.09,0.15,1,Credit Card,04-01-2024,09-01-2024,North,No,,,11.98,3.58,1.81,68,Female,5,,January,2024,1,Profit,0.195
O128890,C10983,P243485,Fashion,15.05,0,1,Credit Card,20-07-2025,23-07-2025,North,Yes,21-08-2025,Defective,15.05,4.51,0.76,53,Female,3,29,July,2025,3,Profit,0.28
O128918,C12203,P239604,Toys,42.15,0.15,1,Credit Card,19-07-2025,22-07-2025,North,No,,,35.83,3.74,10.59,43,Female,3,,July,2025,3,Profit,0.19
O128925,C14021,P204362,Beauty,6.78,0.15,1,Debit Card,20-09-2023,25-09-2023,South,No,,,5.76,3.9,-1.31,45,Male,5,,September,2023,3,Loss,0.195
O128926,C10560,P247834,Grocery,51.85,0,1,Wallet,24-07-2025,28-07-2025,North,No,,,51.85,4.66,-0.51,62,Male,4,,July,2025,3,Loss,0.195
O128930,C11689,P219682,Electronics,145.71,0.05,1,Credit Card,15-12-2024,19-12-2024,North,Yes,14-01-2025,No longer needed,138.42,7.37,9.24,64,Female,4,26,December,2024,4,Profit,0.28
O128950,C11437,P217852,Fashion,122.04,0.1,1,Debit Card,31-01-2024,08-02-2024,East,No,,,109.84,7.15,31.29,58,Other,8,,January,2024,1,Profit,0.19
O128952,C10350,P204814,Home,14.43,0.05,1,Credit Card,28-04-2025,02-05-2025,West,Yes,12-05-2025,Defective,13.71,3.91,-0.07,24,Male,4,10,April,2025,2,Loss,0.205
O129015,C14114,P208785,Electronics,180.12,0.05,2,Credit Card,31-01-2025,04-02-2025,North,No,,,342.23,11.17,29.9,33,Female,4,,January,2025,1,Profit,0.2
O129059,C13596,P246311,Electronics,109.11,0.05,1,Credit Card,17-03-2024,21-03-2024,North,No,,,103.65,7.11,5.33,57,Female,4,,March,2024,1,Profit,0.235
O129060,C17607,P242837,Grocery,3.41,0.05,1,PayPal,20-11-2024,24-11-2024,North,No,,,3.24,0.47,-0.21,23,Male,4,,November,2024,4,Loss,0.235
O129074,C12405,P215253,Fashion,25.34,0.15,1,Debit Card,16-11-2024,19-11-2024,North,No,,,21.54,5.26,2.28,34,Female,3,,November,2024,4,Profit,0.275
O129110,C14307,P225190,Electronics,230.91,0,1,Credit Card,08-06-2024,11-06-2024,North,No,,,230.91,7.95,19.76,34,Female,3,,June,2024,2,Profit,0.285
O129111,C12364,P232605,Toys,7.41,0,1,Debit Card,07-08-2024,11-08-2024,Central,No,,,7.41,5.13,-2.17,59,Male,4,,August,2024,3,Loss,0.2
O129113,C15324,P245478,Electronics,510.11,0.1,1,Credit Card,03-06-2024,06-06-2024,North,No,,,459.1,7.75,47.34,42,Male,3,,June,2024,2,Profit,0.19
O129125,C15101,P206198,Beauty,49.59,0.1,1,Credit Card,04-11-2023,07-11-2023,North,Yes,02-12-2023,Defective,44.63,6.05,14.03,52,Female,3,25,November,2023,4,Profit,0.19
O129138,C12369,P234802,Fashion,20.59,0,1,Debit Card,24-01-2025,30-01-2025,South,No,,,20.59,5.85,1.36,54,Male,6,,January,2025,1,Profit,0.215
O129152,C11522,P225753,Fashion,14.24,0,1,Credit Card,12-05-2024,15-05-2024,North,No,,,14.24,2.45,2.53,44,Female,3,,May,2024,2,Profit,0.225
O129157,C16255,P239307,Toys,35.06,0,1,Credit Card,31-08-2024,04-09-2024,North,No,,,35.06,5.19,8.83,25,Female,4,,August,2024,3,Profit,0.195
O129159,C13215,P228099,Fashion,45.72,0.2,4,Wallet,27-03-2025,30-03-2025,North,Yes,27-04-2025,Not as described,146.3,7.25,43.96,26,Female,3,28,March,2025,1,Profit,0.255
O129169,C17846,P217633,Fashion,49.43,0.1,1,Debit Card,11-06-2025,14-06-2025,North,No,,,44.49,7.24,8.33,24,Female,3,,June,2025,2,Profit,0.22
O129203,C13333,P242120,Fashion,21.73,0,1,Debit Card,12-03-2025,18-03-2025,East,No,,,21.73,5.15,2.46,43,Female,6,,March,2025,1,Profit,0.215
O129206,C10228,P225371,Fashion,34.82,0.05,1,Credit Card,16-01-2024,19-01-2024,North,No,,,33.08,6.34,5.24,48,Female,3,,January,2024,1,Profit,0.2
O129227,C10012,P239123,Fashion,9.22,0.2,3,Debit Card,22-12-2023,26-12-2023,South,No,,,22.13,5.58,2.17,53,Male,4,,December,2023,4,Profit,0.19
O129279,C14010,P237661,Fashion,52.09,0,1,Credit Card,19-10-2023,22-10-2023,North,No,,,52.09,5.88,12.35,44,Female,3,,October,2023,4,Profit,0.21
O129290,C13504,P214933,Fashion,80.58,0.1,1,Debit Card,20-12-2023,26-12-2023,North,No,,,72.52,6.53,18.85,64,Female,6,,December,2023,4,Profit,0.22
O129318,C16097,P245782,Electronics,646.34,0.05,1,Credit Card,03-04-2024,06-04-2024,North,No,,,614.02,9.55,64.13,61,Female,3,,April,2024,2,Profit,0.28
O129387,C16912,P233067,Electronics,663.42,0.05,1,Credit Card,23-04-2024,28-04-2024,North,No,,,630.25,10.44,65.19,43,Male,5,,April,2024,2,Profit,0.19
O129391,C15234,P244505,Fashion,12.99,0,1,Credit Card,10-12-2023,14-12-2023,North,No,,,12.99,4.12,0.43,43,Male,4,,December,2023,4,Profit,0.205
O129394,C11220,P237058,Fashion,71.43,0.2,1,Credit Card,19-05-2024,22-05-2024,North,No,,,57.14,5.76,14.24,61,Female,3,,May,2024,2,Profit,0.205
O129413,C14651,P236300,Fashion,12.29,0.15,1,Debit Card,06-09-2024,12-09-2024,East,No,,,10.45,2.13,1.53,34,Female,6,,September,2024,3,Profit,0.27
O129417,C12697,P202158,Electronics,226.23,0,1,Credit Card,20-08-2024,24-08-2024,North,No,,,226.23,7.04,20.11,22,Male,4,,August,2024,3,Profit,0.19
O129447,C12065,P209227,Beauty,6.21,0,1,Debit Card,19-04-2025,25-04-2025,East,No,,,6.21,3.43,-0.64,43,Male,6,,April,2025,2,Loss,0.2
O129486,C14746,P220495,Fashion,171.88,0,1,Credit Card,07-03-2024,12-03-2024,North,No,,,171.88,7.42,52.74,25,Other,5,,March,2024,1,Profit,0.21
O129503,C14980,P207629,Fashion,126.46,0,1,Debit Card,15-04-2025,18-04-2025,Central,No,,,126.46,6.61,37.65,40,Female,3,,April,2025,2,Profit,0.23
O129591,C14033,P212850,Fashion,27.7,0.1,1,Credit Card,10-01-2025,15-01-2025,North,No,,,24.93,4.56,4.17,45,Female,5,,January,2025,1,Profit,0.21
O129599,C12371,P239060,Electronics,187.55,0,1,Credit Card,30-10-2023,03-11-2023,North,No,,,187.55,7,15.51,39,Male,4,,October,2023,4,Profit,0.19
O129624,C13295,P215271,Fashion,12.75,0.05,1,Credit Card,06-06-2025,12-06-2025,Central,Yes,08-07-2025,No longer needed,12.11,2.71,1.53,47,Female,6,26,June,2025,2,Profit,0.245
O129665,C16837,P207361,Fashion,41.4,0,5,Debit Card,15-08-2025,20-08-2025,East,No,,,207,8.32,64.13,56,Female,5,,August,2025,3,Profit,0.2
O129683,C15707,P245665,Fashion,21.5,0.05,5,UPI,10-06-2025,16-06-2025,North,No,,,102.12,6.16,29.58,43,Male,6,,June,2025,2,Profit,0.205
O129693,C15261,P206306,Fashion,10.89,0,4,Credit Card,22-07-2024,26-07-2024,Central,No,,,43.56,7.45,7.8,62,Female,4,,July,2024,3,Profit,0.19
O129704,C10555,P217162,Toys,11.44,0,1,Credit Card,06-03-2024,12-03-2024,North,No,,,11.44,3.84,0.74,66,Female,6,,March,2024,1,Profit,0.23
O129721,C17634,P241063,Fashion,47.75,0,5,Credit Card,20-02-2025,24-02-2025,North,No,,,238.75,7.18,76.38,41,Female,4,,February,2025,1,Profit,0.255
O129779,C16425,P249443,Fashion,19.05,0,1,Credit Card,20-05-2024,26-05-2024,North,No,,,19.05,3.81,2.86,29,Female,6,,May,2024,2,Profit,0.23
O129781,C10867,P229093,Grocery,23.59,0.05,1,Debit Card,02-06-2025,05-06-2025,Central,No,,,22.41,5.04,-3.25,38,Male,3,,June,2025,2,Loss,0.205
O129808,C15045,P222592,Toys,9.67,0.05,1,Debit Card,22-01-2024,26-01-2024,Central,No,,,9.19,4.35,-0.67,66,Male,4,,January,2024,1,Loss,0.205
O129839,C15368,P232968,Electronics,870.03,0,1,Credit Card,08-05-2025,12-05-2025,North,No,,,870.03,9.67,94.73,56,Male,4,,May,2025,2,Profit,0.19
O129843,C15909,P213144,Electronics,80.82,0.05,1,Credit Card,21-01-2024,27-01-2024,East,No,,,76.78,7.73,1.48,68,Male,6,,January,2024,1,Profit,0.19
O129849,C15694,P216109,Electronics,312.86,0.05,2,Credit Card,13-12-2024,16-12-2024,North,No,,,594.43,9.77,61.56,44,Female,3,,December,2024,4,Profit,0.2
O129853,C12844,P228313,Fashion,14.9,0.05,1,Debit Card,16-12-2024,23-12-2024,South,No,,,14.16,4.24,0.72,31,Female,7,,December,2024,4,Profit,0.31
O129872,C15027,P215999,Fashion,16.65,0.15,1,Credit Card,10-10-2023,16-10-2023,South,No,,,14.15,4.41,0.54,43,Female,6,,October,2023,4,Profit,0.23
O129905,C15744,P233433,Sports,18,0,1,Credit Card,08-09-2024,13-09-2024,North,No,,,18,3.73,1.67,48,Female,5,,September,2024,3,Profit,0.205
O129912,C13803,P202925,Fashion,28.96,0,4,Debit Card,09-09-2025,16-09-2025,South,No,,,115.84,7.33,33.21,23,Female,7,,September,2025,3,Profit,0.24
O129914,C10101,P231668,Toys,2.94,0.15,1,PayPal,22-03-2025,28-03-2025,East,No,,,2.5,0.91,0.09,47,Male,6,,March,2025,1,Profit,0.19
O129936,C12263,P246474,Fashion,43.46,0,1,Debit Card,05-07-2024,11-07-2024,North,No,,,43.46,6.52,8.69,57,Female,6,,July,2024,3,Profit,0.22
O129948,C13213,P234373,Fashion,11.76,0.2,2,Debit Card,31-07-2025,05-08-2025,Central,Yes,27-08-2025,No longer needed,18.82,5.93,0.66,54,Female,5,22,July,2025,3,Profit,0.25
O129969,C13997,P210921,Fashion,13.49,0.2,1,Debit Card,22-08-2025,29-08-2025,Central,No,,,10.79,2.35,1.43,30,Female,7,,August,2025,3,Profit,0.305
O129978,C17021,P205283,Fashion,10.9,0.2,1,Credit Card,15-01-2025,21-01-2025,South,No,,,8.72,2.14,0.91,60,Female,6,,January,2025,1,Profit,0.24
O129986,C15373,P233044,Fashion,23.97,0,1,Debit Card,20-02-2025,25-02-2025,North,No,,,23.97,6.19,2.2,25,Female,5,,February,2025,1,Profit,0.29
O130011,C11504,P244265,Electronics,602.84,0.1,1,Credit Card,20-10-2024,23-10-2024,North,No,,,542.56,10.13,54.98,63,Female,3,,October,2024,4,Profit,0.28
O130021,C11307,P234629,Fashion,13.98,0,3,Debit Card,31-05-2024,06-06-2024,North,No,,,41.94,5.02,9.66,42,Female,6,,May,2024,2,Profit,0.25
O130045,C13857,P212455,Fashion,18,0.1,1,Credit Card,16-04-2024,19-04-2024,Central,Yes,29-04-2024,No longer needed,16.2,4,1.67,65,Female,3,10,April,2024,2,Profit,0.23
O130060,C16432,P236194,Toys,2.17,0.15,1,Debit Card,21-11-2023,24-11-2023,Central,No,,,1.84,3.3,-2.56,56,Male,3,,November,2023,4,Loss,0.205
O130068,C14256,P235415,Electronics,562.42,0,1,Credit Card,16-03-2025,20-03-2025,North,No,,,562.42,9.37,58.12,39,Female,4,,March,2025,1,Profit,0.285
O130073,C10639,P216717,Electronics,290.75,0,1,Credit Card,26-03-2025,30-03-2025,North,No,,,290.75,9.31,25.58,25,Male,4,,March,2025,1,Profit,0.19
O130077,C17654,P203454,Fashion,28.69,0,2,Debit Card,10-03-2024,14-03-2024,South,No,,,57.38,7.2,12.88,49,Female,4,,March,2024,1,Profit,0.225
O130094,C16697,P223103,Fashion,40.67,0,1,Debit Card,16-02-2024,21-02-2024,East,No,,,40.67,4.46,9.77,58,Other,5,,February,2024,1,Profit,0.19
O130113,C17075,P223687,Fashion,31.17,0.15,1,Credit Card,29-06-2024,02-07-2024,North,No,,,26.49,5.01,4.26,28,Female,3,,June,2024,2,Profit,0.215
O130158,C12215,P232599,Toys,11.29,0.05,1,Debit Card,05-08-2025,10-08-2025,South,No,,,10.73,5.23,-0.94,67,Male,5,,August,2025,3,Loss,0.19
O130177,C15223,P202326,Fashion,15.02,0.05,2,Debit Card,13-06-2025,17-06-2025,South,Yes,19-06-2025,No longer needed,28.54,5.89,4.1,38,Female,4,2,June,2025,2,Profit,0.21
O130187,C14958,P206073,Fashion,23.3,0.1,1,Credit Card,12-12-2024,17-12-2024,South,No,,,20.97,5.35,1.99,64,Female,5,,December,2024,4,Profit,0.235
O130205,C15938,P242477,Electronics,89.38,0,1,Credit Card,14-08-2024,18-08-2024,North,No,,,89.38,7.45,3.28,27,Female,4,,August,2024,3,Profit,0.24
O130212,C15544,P208659,Fashion,7.41,0,1,Credit Card,20-07-2024,25-07-2024,South,No,,,7.41,2.54,0.05,63,Female,5,,July,2024,3,Profit,0.2
O130214,C10561,P249223,Fashion,33.35,0.15,1,Credit Card,30-09-2023,03-10-2023,North,No,,,28.35,4.72,5.2,24,Female,3,,September,2023,3,Profit,0.2
O130215,C17992,P209567,Electronics,381.6,0,1,Credit Card,11-08-2024,14-08-2024,North,No,,,381.6,7.72,38.07,20,Male,3,,August,2024,3,Profit,0.19
O130229,C10071,P218083,Electronics,166.11,0,1,Credit Card,24-02-2025,28-02-2025,North,No,,,166.11,7.31,12.62,68,Female,4,,February,2025,1,Profit,0.285
O130243,C17518,P239701,Fashion,48.33,0.05,1,Debit Card,28-09-2023,01-10-2023,North,No,,,45.91,4.88,11.19,33,Other,3,,September,2023,3,Profit,0.22
O130249,C13902,P234544,Fashion,91.01,0,1,Debit Card,05-04-2024,09-04-2024,South,No,,,91.01,6.65,25.2,63,Female,4,,April,2024,2,Profit,0.255
O130262,C12279,P212261,Fashion,55.77,0.1,1,Debit Card,11-06-2024,15-06-2024,South,No,,,50.19,4.54,13.03,49,Other,4,,June,2024,2,Profit,0.245
O130277,C17432,P229890,Fashion,16.89,0,1,COD,17-07-2024,23-07-2024,South,No,,,16.89,6.34,-0.43,48,Female,6,,July,2024,3,Loss,0.215
O130293,C15575,P249649,Toys,4.63,0.1,1,Debit Card,27-07-2024,01-08-2024,South,No,,,4.17,3.83,-2.16,31,Male,5,,July,2024,3,Loss,0.19
O130302,C10411,P234308,Electronics,952.75,0,1,Credit Card,20-07-2024,24-07-2024,North,No,,,952.75,9.66,104.67,18,Female,4,,July,2024,3,Profit,0.285
O130308,C10085,P209764,Fashion,49.79,0,1,Credit Card,02-08-2024,06-08-2024,North,No,,,49.79,8.07,9.36,29,Female,4,,August,2024,3,Profit,0.21
O130317,C15834,P246696,Fashion,45.08,0.2,1,Credit Card,09-01-2024,12-01-2024,North,No,,,36.06,6.21,6.41,19,Female,3,,January,2024,1,Profit,0.2
O130332,C17612,P243675,Grocery,24.71,0,1,Debit Card,06-11-2023,13-11-2023,East,No,,,24.71,5.68,-3.7,53,Male,7,,November,2023,4,Loss,0.195
O130365,C14139,P205388,Fashion,9.07,0,1,Credit Card,05-07-2024,08-07-2024,North,No,,,9.07,2.61,0.56,38,Female,3,,July,2024,3,Profit,0.26
O130379,C12456,P235761,Beauty,7.31,0,1,Debit Card,27-09-2023,02-10-2023,East,No,,,7.31,4.08,-0.79,38,Male,5,,September,2023,3,Loss,0.195
O130381,C11370,P201594,Fashion,10.13,0,2,Credit Card,27-02-2024,04-03-2024,North,No,,,20.26,5.52,1.57,60,Male,6,,February,2024,1,Profit,0.225
O130398,C16226,P209036,Grocery,10.6,0.1,3,Debit Card,22-03-2025,26-03-2025,North,No,,,28.62,4.63,-2.34,25,Male,4,,March,2025,1,Loss,0.215
O130408,C16816,P236242,Fashion,164.75,0,4,PayPal,03-08-2025,08-08-2025,North,No,,,659,11.32,219.33,47,Female,5,,August,2025,3,Profit,0.26
O130421,C14240,P222703,Fashion,20.04,0.1,1,Credit Card,28-07-2025,02-08-2025,Central,No,,,18.04,5.21,1.1,43,Other,5,,July,2025,3,Profit,0.24
O130439,C12177,P219793,Grocery,12.69,0,1,Debit Card,28-06-2025,02-07-2025,Central,No,,,12.69,4.12,-3.1,60,Male,4,,June,2025,2,Loss,0.2
O130484,C17971,P201757,Fashion,15.1,0.15,1,UPI,19-05-2024,23-05-2024,South,No,,,12.84,1.28,3.21,34,Female,4,,May,2024,2,Profit,0.21
O130500,C13127,P226777,Fashion,30.01,0,1,Debit Card,22-03-2024,26-03-2024,South,No,,,30.01,4.6,5.9,53,Female,4,,March,2024,1,Profit,0.245
O130506,C10036,P200824,Fashion,30.03,0.15,1,Debit Card,30-07-2024,05-08-2024,West,No,,,25.53,5.67,3.27,30,Female,6,,July,2024,3,Profit,0.195
O130528,C12065,P231171,Fashion,334.11,0.15,1,Debit Card,11-03-2024,18-03-2024,East,No,,,283.99,8.37,91.03,41,Other,7,,March,2024,1,Profit,0.19
O130555,C11539,P207571,Fashion,7.57,0.05,2,Credit Card,12-07-2025,18-07-2025,South,No,,,14.38,4.45,0.58,34,Female,6,,July,2025,3,Profit,0.215
O130557,C17004,P247068,Fashion,52.18,0,3,Debit Card,29-08-2025,02-09-2025,North,No,,,156.54,8.25,46.54,32,Female,4,,August,2025,3,Profit,0.25
O130589,C14708,P205282,Grocery,21.25,0.05,4,Credit Card,04-12-2023,08-12-2023,North,Yes,17-12-2023,Missing/Wrong item,80.75,6.79,-0.33,66,Male,4,9,December,2023,4,Loss,0.2
O130598,C15492,P206553,Beauty,9.18,0,1,Credit Card,18-11-2024,22-11-2024,North,No,,,9.18,3.33,0.8,68,Female,4,,November,2024,4,Profit,0.2
O130621,C14944,P220006,Fashion,21.6,0.15,1,Debit Card,04-06-2025,09-06-2025,South,No,,,18.36,4.31,2.12,45,Female,5,,June,2025,2,Profit,0.35
O130665,C12349,P214096,Electronics,161.36,0.1,1,Credit Card,30-08-2024,03-09-2024,North,No,,,145.22,5.62,11.81,41,Female,4,,August,2024,3,Profit,0.28
O130673,C16177,P226833,Fashion,49.83,0.05,1,Debit Card,10-02-2024,14-02-2024,South,No,,,47.34,5.35,11.22,55,Female,4,,February,2024,1,Profit,0.245
O130710,C15988,P211300,Fashion,16.27,0,2,Debit Card,19-04-2024,23-04-2024,South,Yes,23-05-2024,Not as described,32.54,4.43,6.96,21,Female,4,30,April,2024,2,Profit,0.215
O130729,C17324,P212973,Electronics,262.58,0.1,1,Credit Card,16-06-2025,19-06-2025,North,No,,,236.32,6.84,21.52,60,Male,3,,June,2025,2,Profit,0.19
O130736,C12638,P234452,Fashion,87.72,0,1,Debit Card,26-05-2025,31-05-2025,East,No,,,87.72,6.04,24.66,57,Female,5,,May,2025,2,Profit,0.19
O130767,C14821,P202668,Fashion,11.35,0,1,COD,26-01-2024,30-01-2024,North,No,,,11.35,4.33,-0.36,27,Male,4,,January,2024,1,Loss,0.215
O130773,C11645,P236009,Fashion,30.1,0,1,Debit Card,15-07-2025,19-07-2025,South,No,,,30.1,6.75,3.78,20,Female,4,,July,2025,3,Profit,0.25
O130799,C14145,P248867,Fashion,24.28,0.1,1,PayPal,24-04-2025,28-04-2025,Central,No,,,21.85,5.72,1.93,20,Female,4,,April,2025,2,Profit,0.215
O130800,C16607,P204460,Toys,42.87,0.05,1,Credit Card,01-06-2024,04-06-2024,North,No,,,40.73,5.09,11.2,55,Female,3,,June,2024,2,Profit,0.19
O130811,C11015,P215189,Grocery,17.74,0.05,1,Debit Card,18-09-2024,22-09-2024,South,No,,,16.85,2.88,-1.53,33,Male,4,,September,2024,3,Loss,0.19
O130829,C15633,P205143,Toys,5.25,0,1,Debit Card,28-10-2023,02-11-2023,West,No,,,5.25,2.88,-0.78,44,Male,5,,October,2023,4,Loss,0.19
O130842,C10490,P213683,Toys,39.41,0.15,1,Credit Card,10-07-2025,15-07-2025,North,No,,,33.5,5.23,8.17,39,Female,5,,July,2025,3,Profit,0.19
O130844,C11054,P241198,Fashion,32.85,0,1,Credit Card,31-01-2024,03-02-2024,North,No,,,32.85,8.03,3.47,69,Female,3,,January,2024,1,Profit,0.205
O130860,C10835,P202921,Fashion,108.01,0.05,1,Credit Card,19-02-2024,22-02-2024,North,No,,,102.61,7.34,28.57,37,Female,3,,February,2024,1,Profit,0.205
O130878,C17653,P212468,Fashion,14.27,0.05,1,Debit Card,19-11-2024,25-11-2024,South,No,,,13.56,1.97,2.78,49,Female,6,,November,2024,4,Profit,0.305
O130886,C17733,P238998,Fashion,17.04,0.05,1,Credit Card,09-03-2025,14-03-2025,North,No,,,16.19,4.96,0.71,53,Other,5,,March,2025,1,Profit,0.28
O130895,C11353,P210824,Fashion,31,0,3,Debit Card,22-05-2024,25-05-2024,North,No,,,93,5.61,26.94,69,Female,3,,May,2024,2,Profit,0.25
O130905,C14314,P214060,Fashion,6.09,0,1,Debit Card,03-11-2023,07-11-2023,South,No,,,6.09,3.86,-1.73,49,Female,4,,November,2023,4,Loss,0.19
O130935,C13174,P241660,Fashion,52.03,0,1,Debit Card,19-01-2024,24-01-2024,East,No,,,52.03,4.78,13.43,68,Female,5,,January,2024,1,Profit,0.19
O130975,C13133,P227855,Fashion,18.03,0,1,Credit Card,18-08-2025,24-08-2025,North,No,,,18.03,5.76,0.55,18,Female,6,,August,2025,3,Profit,0.27
O130977,C12101,P236843,Fashion,36.82,0.1,4,PayPal,17-10-2024,22-10-2024,North,No,,,132.55,7.84,38.55,30,Male,5,,October,2024,4,Profit,0.205
O130984,C17449,P208796,Fashion,127.11,0.05,1,Credit Card,22-01-2024,27-01-2024,North,No,,,120.75,7.18,35.08,67,Female,5,,January,2024,1,Profit,0.205
O131039,C17004,P230664,Fashion,75.33,0,1,Debit Card,29-10-2024,02-11-2024,Central,No,,,75.33,6.17,20.2,68,Female,4,,October,2024,4,Profit,0.23
O131054,C14088,P217448,Fashion,10.89,0,2,Debit Card,31-10-2024,05-11-2024,South,No,,,21.78,3.93,3.69,28,Female,5,,October,2024,4,Profit,0.22
O131056,C11893,P246577,Fashion,11.36,0,1,Debit Card,29-07-2025,01-08-2025,Central,No,,,11.36,2.56,1.42,19,Female,3,,July,2025,3,Profit,0.305
O131108,C15090,P207083,Fashion,8.62,0.1,1,PayPal,18-05-2025,22-05-2025,North,No,,,7.76,3.22,-0.5,55,Male,4,,May,2025,2,Loss,0.22
O131134,C13192,P234149,Fashion,72.98,0.05,1,Credit Card,07-06-2025,10-06-2025,North,No,,,69.33,5.78,18.49,21,Female,3,,June,2025,2,Profit,0.205
O131153,C13324,P236704,Electronics,123.56,0,1,Credit Card,29-03-2024,02-04-2024,North,No,,,123.56,6.4,8.43,42,Female,4,,March,2024,1,Profit,0.28
O131155,C14587,P231972,Fashion,77.35,0.1,1,Credit Card,24-09-2024,28-09-2024,North,No,,,69.61,5.66,18.7,48,Female,4,,September,2024,3,Profit,0.205
O131187,C14388,P213626,Fashion,8.18,0,2,Debit Card,07-01-2025,13-01-2025,South,No,,,16.36,2.53,3.2,66,Female,6,,January,2025,1,Profit,0.265
O131243,C13933,P209519,Fashion,52.78,0,1,Debit Card,05-07-2024,12-07-2024,East,No,,,52.78,4.67,13.8,59,Female,7,,July,2024,3,Profit,0.19
O131244,C15856,P216441,Fashion,17.79,0,1,COD,11-01-2025,14-01-2025,North,No,,,17.79,5.43,0.8,22,Female,3,,January,2025,1,Profit,0.215
O131245,C13666,P234016,Electronics,669.69,0.05,1,Credit Card,09-10-2024,15-10-2024,North,Yes,09-11-2024,No longer needed,636.21,10.06,66.29,49,Female,6,25,October,2024,4,Profit,0.28
O131250,C17868,P224726,Fashion,155.1,0.1,1,Credit Card,25-11-2023,28-11-2023,North,Yes,08-12-2023,Defective,139.59,9.08,39.78,41,Female,3,10,November,2023,4,Profit,0.205
O131255,C16040,P218897,Fashion,12.3,0,2,Debit Card,18-03-2024,21-03-2024,North,No,,,24.6,5.91,2.7,48,Female,3,,March,2024,1,Profit,0.27
O131263,C15349,P231235,Electronics,197.92,0,1,Credit Card,30-12-2023,02-01-2024,North,No,,,197.92,8.34,15.41,50,Male,3,,December,2023,4,Profit,0.19
O131287,C11775,P202551,Electronics,217.66,0.1,1,Credit Card,01-07-2025,07-07-2025,North,No,,,195.89,8.06,15.45,30,Male,6,,July,2025,3,Profit,0.19
O131300,C14677,P248353,Electronics,78.51,0.1,1,Credit Card,16-02-2025,20-02-2025,North,No,,,70.66,7.28,1.2,57,Male,4,,February,2025,1,Profit,0.205
O131302,C10219,P231902,Fashion,142.33,0.1,1,Debit Card,13-12-2024,19-12-2024,South,No,,,128.1,7.27,37.56,61,Female,6,,December,2024,4,Profit,0.245
O131351,C11084,P201737,Fashion,107.87,0.05,3,Debit Card,05-07-2024,09-07-2024,South,No,,,307.43,9.02,98.58,62,Female,4,,July,2024,3,Profit,0.23
O131366,C10497,P232223,Fashion,32.98,0.1,1,Debit Card,08-12-2023,15-12-2023,South,No,,,29.68,4.79,5.6,44,Female,7,,December,2023,4,Profit,0.24
